Ceremony,Year,Class,CanonicalCategory,Category,Film,FilmId,Name,Nominees,NomineeIds,Winner,Detail
74,2001,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,A Beautiful Mind,tt0268978,Russell Crowe,Russell Crowe,nm0000128,,John Nash
74,2001,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,I Am Sam,tt0277027,Sean Penn,Sean Penn,nm0000576,,Sam Dawson
74,2001,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Ali,tt0248667,Will Smith,Will Smith,nm0000226,,Muhammad Ali
74,2001,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Training Day,tt0139654,Denzel Washington,Denzel Washington,nm0000243,TRUE,Alonzo
74,2001,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,In the Bedroom,tt0247425,Tom Wilkinson,Tom Wilkinson,nm0929489,,Matt Fowler
74,2001,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Iris,tt0280778,Jim Broadbent,Jim Broadbent,nm0000980,TRUE,John Bayley
74,2001,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Training Day,tt0139654,Ethan Hawke,Ethan Hawke,nm0000160,,Jake
74,2001,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Sexy Beast,tt0203119,Ben Kingsley,Ben Kingsley,nm0001426,,Don Logan
74,2001,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Lord of the Rings: The Fellowship of the Ring,tt0120737,Ian McKellen,Ian McKellen,nm0005212,,Gandalf
74,2001,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Ali,tt0248667,Jon Voight,Jon Voight,nm0000685,,Howard Cosell
74,2001,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Monster's Ball,tt0285742,Halle Berry,Halle Berry,nm0000932,TRUE,Leticia Musgrove
74,2001,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Iris,tt0280778,Judi Dench,Judi Dench,nm0001132,,Iris Murdoch
74,2001,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Moulin Rouge,tt0203009,Nicole Kidman,Nicole Kidman,nm0000173,,Satine
74,2001,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,In the Bedroom,tt0247425,Sissy Spacek,Sissy Spacek,nm0000651,,Ruth Fowler
74,2001,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Bridget Jones's Diary,tt0243155,Renée Zellweger,Renée Zellweger,nm0000250,,Bridget Jones
74,2001,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,A Beautiful Mind,tt0268978,Jennifer Connelly,Jennifer Connelly,nm0000124,TRUE,Alicia Nash
74,2001,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gosford Park,tt0280707,Helen Mirren,Helen Mirren,nm0000545,,Mrs. Wilson
74,2001,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gosford Park,tt0280707,Maggie Smith,Maggie Smith,nm0001749,,"Constance, Countess of Trentham"
74,2001,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,In the Bedroom,tt0247425,Marisa Tomei,Marisa Tomei,nm0000673,,Natalie Strout
74,2001,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Iris,tt0280778,Kate Winslet,Kate Winslet,nm0000701,,Young Iris Murdoch
74,2001,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Jimmy Neutron: Boy Genius,tt0268397,"Steve Oedekerk, John A. Davis",Steve Oedekerk|John A. Davis,nm0644203|nm0204884,,
74,2001,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,"Monsters, Inc.",tt0198781,"Pete Docter, John Lasseter",Pete Docter|John Lasseter,nm0230032|nm0005124,,
74,2001,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Shrek,tt0126029,Aron Warner,Aron Warner,nm0912403,TRUE,
74,2001,Production,ART DIRECTION,ART DIRECTION,Amélie,tt0211915,Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla,Aline Bonetto|Marie-Laure Valla,nm0094355|nm0884831,,
74,2001,Production,ART DIRECTION,ART DIRECTION,Gosford Park,tt0280707,Art Direction: Stephen Altman; Set Decoration: Anna Pinnock,Stephen Altman|Anna Pinnock,nm0022939|nm0003519,,
74,2001,Production,ART DIRECTION,ART DIRECTION,Harry Potter and the Sorcerer's Stone,tt0241527,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,Stuart Craig|Stephenie McMillan,nm0186023|nm0573328,,
74,2001,Production,ART DIRECTION,ART DIRECTION,The Lord of the Rings: The Fellowship of the Ring,tt0120737,Art Direction: Grant Major; Set Decoration: Dan Hennah,Grant Major|Dan Hennah,nm0538194|nm0377172,,
74,2001,Production,ART DIRECTION,ART DIRECTION,Moulin Rouge,tt0203009,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,Catherine Martin|Brigitte Broch,nm0552039|nm0110488,TRUE,
74,2001,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Amélie,tt0211915,Bruno Delbonnel,Bruno Delbonnel,nm0216632,,
74,2001,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Black Hawk Down,tt0265086,Slawomir Idziak,Slawomir Idziak,nm0005744,,
74,2001,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Lord of the Rings: The Fellowship of the Ring,tt0120737,Andrew Lesnie,Andrew Lesnie,nm0504226,TRUE,
74,2001,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Man Who Wasn't There,tt0243133,Roger Deakins,Roger Deakins,nm0005683,,
74,2001,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Moulin Rouge,tt0203009,Donald M. McAlpine,Donald M. McAlpine,nm0005791,,
74,2001,Production,COSTUME DESIGN,COSTUME DESIGN,The Affair of the Necklace,tt0242252,Milena Canonero,Milena Canonero,nm0134382,,
74,2001,Production,COSTUME DESIGN,COSTUME DESIGN,Gosford Park,tt0280707,Jenny Beavan,Jenny Beavan,nm0064746,,
74,2001,Production,COSTUME DESIGN,COSTUME DESIGN,Harry Potter and the Sorcerer's Stone,tt0241527,Judianna Makovsky,Judianna Makovsky,nm0538721,,
74,2001,Production,COSTUME DESIGN,COSTUME DESIGN,The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Ngila Dickson, Richard Taylor",Ngila Dickson|Richard Taylor,nm0225699|nm0853050,,
74,2001,Production,COSTUME DESIGN,COSTUME DESIGN,Moulin Rouge,tt0203009,"Catherine Martin, Angus Strathie",Catherine Martin|Angus Strathie,nm0552039|nm0833572,TRUE,
74,2001,Directing,DIRECTING,DIRECTING,A Beautiful Mind,tt0268978,Ron Howard,Ron Howard,nm0000165,TRUE,
74,2001,Directing,DIRECTING,DIRECTING,Black Hawk Down,tt0265086,Ridley Scott,Ridley Scott,nm0000631,,
74,2001,Directing,DIRECTING,DIRECTING,Gosford Park,tt0280707,Robert Altman,Robert Altman,nm0000265,,
74,2001,Directing,DIRECTING,DIRECTING,The Lord of the Rings: The Fellowship of the Ring,tt0120737,Peter Jackson,Peter Jackson,nm0001392,,
74,2001,Directing,DIRECTING,DIRECTING,Mulholland Drive,tt0166924,David Lynch,David Lynch,nm0000186,,
74,2001,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Children Underground,tt0264476,Edet Belzberg,Edet Belzberg,nm0069797,,
74,2001,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),LaLee's Kin: The Legacy of Cotton,tt0274622,"Susan Froemke, Deborah Dickson",Susan Froemke|Deborah Dickson,nm0297085|nm0225630,,
74,2001,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Murder on a Sunday Morning,tt0307197,"Jean-Xavier de Lestrade, Denis Poncet",Jean-Xavier de Lestrade|Denis Poncet,nm0994355|nm1119350,TRUE,
74,2001,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Promises,tt0282864,"Justine Shapiro, B.Z. Goldberg",Justine Shapiro|B.Z. Goldberg,nm0035184|nm0325148,,
74,2001,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),War Photographer,tt0309061,Christian Frei,Christian Frei,nm0293726,,
74,2001,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Artists and Orphans: A True Drama,tt0289073,Lianne Klapper McNally,Lianne Klapper McNally,nm0458259,,
74,2001,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Sing!,tt0308899,"Freida Lee Mock, Jessica Sanders",Freida Lee Mock|Jessica Sanders,nm0595131|nm1124618,,
74,2001,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Thoth,tt0299178,"Sarah Kernochan, Lynn Appelle",Sarah Kernochan|Lynn Appelle,nm0449576|nm0032258,TRUE,
74,2001,Production,FILM EDITING,FILM EDITING,A Beautiful Mind,tt0268978,"Mike Hill, Dan Hanley",Mike Hill|Dan Hanley,nm0384528|nm0360067,,
74,2001,Production,FILM EDITING,FILM EDITING,Black Hawk Down,tt0265086,Pietro Scalia,Pietro Scalia,nm0768817,TRUE,
74,2001,Production,FILM EDITING,FILM EDITING,The Lord of the Rings: The Fellowship of the Ring,tt0120737,John Gilbert,John Gilbert,nm0003016,,
74,2001,Production,FILM EDITING,FILM EDITING,Memento,tt0209144,Dody Dorn,Dody Dorn,nm0233827,,
74,2001,Production,FILM EDITING,FILM EDITING,Moulin Rouge,tt0203009,Jill Bilcock,Jill Bilcock,nm0082162,,
74,2001,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Amélie,tt0211915,France,,,,
74,2001,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Elling,tt0279064,Norway,,,,
74,2001,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Lagaan,tt0169102,India,,,,
74,2001,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,No Man's Land,tt0283509,Bosnia & Herzegovina,,,TRUE,
74,2001,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Son of the Bride,tt0292542,Argentina,,,,
74,2001,Production,MAKEUP AND HAIRSTYLING,MAKEUP,A Beautiful Mind,tt0268978,"Greg Cannom, Colleen Callaghan",Greg Cannom|Colleen Callaghan,nm0134148|nm0130128,,
74,2001,Production,MAKEUP AND HAIRSTYLING,MAKEUP,The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Peter Owen, Richard Taylor",Peter Owen|Richard Taylor,nm0654232|nm0853050,TRUE,
74,2001,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Moulin Rouge,tt0203009,"Maurizio Silvi, Aldo Signoretti",Maurizio Silvi|Aldo Signoretti,nm0799198|nm0797532,,
74,2001,Music,MUSIC (Original Score),MUSIC (Original Score),A.I. Artificial Intelligence,tt0212720,John Williams,John Williams,nm0002354,,
74,2001,Music,MUSIC (Original Score),MUSIC (Original Score),A Beautiful Mind,tt0268978,James Horner,James Horner,nm0000035,,
74,2001,Music,MUSIC (Original Score),MUSIC (Original Score),Harry Potter and the Sorcerer's Stone,tt0241527,John Williams,John Williams,nm0002354,,
74,2001,Music,MUSIC (Original Score),MUSIC (Original Score),The Lord of the Rings: The Fellowship of the Ring,tt0120737,Howard Shore,Howard Shore,nm0006290,TRUE,
74,2001,Music,MUSIC (Original Score),MUSIC (Original Score),"Monsters, Inc.",tt0198781,Randy Newman,Randy Newman,nm0005271,,
74,2001,Music,MUSIC (Original Song),MUSIC (Original Song),"Monsters, Inc.",tt0198781,Music and Lyric by Randy Newman,Randy Newman,nm0005271,TRUE,If I Didn't Have You
74,2001,Music,MUSIC (Original Song),MUSIC (Original Song),The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",Enya|Nicky Ryan|Roma Ryan,nm0258216|nm1211393|nm0752822,,May It Be
74,2001,Music,MUSIC (Original Song),MUSIC (Original Song),Pearl Harbor,tt0213149,Music and Lyric by Diane Warren,Diane Warren,nm0005534,,There You'll Be
74,2001,Music,MUSIC (Original Song),MUSIC (Original Song),Kate & Leopold,tt0035423,Music and Lyric by Sting,Sting,nm0001776,,Until
74,2001,Music,MUSIC (Original Song),MUSIC (Original Song),Vanilla Sky,tt0259711,Music and Lyric by Paul McCartney,Paul McCartney,nm0005200,,Vanilla Sky
74,2001,Title,BEST PICTURE,BEST PICTURE,A Beautiful Mind,tt0268978,"Brian Grazer and Ron Howard, Producers",Brian Grazer|Ron Howard,nm0004976|nm0000165,TRUE,
74,2001,Title,BEST PICTURE,BEST PICTURE,Gosford Park,tt0280707,"Robert Altman, Bob Balaban and David Levy, Producers",Robert Altman|Bob Balaban|David Levy,nm0000265|nm0000837|nm0506379,,
74,2001,Title,BEST PICTURE,BEST PICTURE,In the Bedroom,tt0247425,"Graham Leader, Ross Katz and Todd Field, Producers",Graham Leader|Ross Katz|Todd Field,nm0494910|nm0441839|nm0276062,,
74,2001,Title,BEST PICTURE,BEST PICTURE,The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",Peter Jackson|Fran Walsh|Barrie M. Osborne,nm0001392|nm0909638|nm0651614,,
74,2001,Title,BEST PICTURE,BEST PICTURE,Moulin Rouge,tt0203009,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Martin Brown|Baz Luhrmann|Fred Baron,nm0114213|nm0525303|nm0056236,,
74,2001,Title,SHORT FILM (Animated),SHORT FILM (Animated),Fifty Percent Grey,tt0303336,"Ruairi Robinson, Seamus Byrne",Ruairi Robinson|Seamus Byrne,nm1099711|nm0126289,,
74,2001,Title,SHORT FILM (Animated),SHORT FILM (Animated),For the Birds,tt0248808,Ralph Eggleston,Ralph Eggleston,nm0250995,TRUE,
74,2001,Title,SHORT FILM (Animated),SHORT FILM (Animated),Give Up Yer Aul Sins,tt0308317,"Cathal Gaffney, Darragh O'Connell",Cathal Gaffney|Darragh O'Connell,nm1124614|nm1124615,,
74,2001,Title,SHORT FILM (Animated),SHORT FILM (Animated),Strange Invaders,tt0296874,Cordell Barker,Cordell Barker,nm0054855,,
74,2001,Title,SHORT FILM (Animated),SHORT FILM (Animated),Stubble Trouble,tt0309121,Joseph E. Merideth,Joseph E. Merideth,nm1124616,,
74,2001,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),the accountant,tt0222675,"Ray McKinnon, Lisa Blount",Ray McKinnon|Lisa Blount,nm0571964|nm0089408,TRUE,
74,2001,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Copy Shop,tt0182014,Virgil Widrich,Virgil Widrich,nm0927179,,
74,2001,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Gregor's Greatest Invention,tt0304107,Johannes Kiefer,Johannes Kiefer,nm0452374,,
74,2001,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),A Man Thing (Meska Sprawa),tt0304394,"Slawomir Fabicki, Bogumil Godfrejow",Slawomir Fabicki|Bogumil Godfrejow,nm0264614|nm0323950,,
74,2001,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Speed for Thespians,tt0269899,"Kalman Apple, Shameela Bakhsh",Kalman Apple|Shameela Bakhsh,nm0032315|nm0049075,,
74,2001,Production,SOUND MIXING,SOUND,Amélie,tt0211915,"Vincent Arnardi, Guillaume Leriche, Jean Umansky",Vincent Arnardi|Guillaume Leriche|Jean Umansky,nm0003399|nm1054914|nm0880796,,
74,2001,Production,SOUND MIXING,SOUND,Black Hawk Down,tt0265086,"Michael Minkler, Myron Nettinga, Chris Munro",Michael Minkler|Myron Nettinga|Chris Munro,nm0591444|nm0002383|nm0613101,TRUE,
74,2001,Production,SOUND MIXING,SOUND,The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",Christopher Boyes|Michael Semanick|Gethin Creagh|Hammond Peek,nm0102110|nm0783713|nm0187098|nm0003827,,
74,2001,Production,SOUND MIXING,SOUND,Moulin Rouge,tt0203009,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",Andy Nelson|Anna Behlmer|Roger Savage|Guntis Sics,nm0625144|nm0066933|nm0767373|nm0796456,,
74,2001,Production,SOUND MIXING,SOUND,Pearl Harbor,tt0213149,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Kevin O'Connell|Greg P. Russell|Peter J. Devlin,nm0640114|nm0751169|nm0222818,,
74,2001,Production,SOUND EDITING,SOUND EDITING,"Monsters, Inc.",tt0198781,"Gary Rydstrom, Michael Silvers",Gary Rydstrom|Michael Silvers,nm0003977|nm0799011,,
74,2001,Production,SOUND EDITING,SOUND EDITING,Pearl Harbor,tt0213149,"George Watters II, Christopher Boyes",George Watters II|Christopher Boyes,nm0915036|nm0102110,TRUE,
74,2001,Production,VISUAL EFFECTS,VISUAL EFFECTS,A.I. Artificial Intelligence,tt0212720,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri",Dennis Muren|Scott Farrar|Stan Winston|Michael Lantieri,nm0613830|nm0268141|nm0935644|nm0487177,,
74,2001,Production,VISUAL EFFECTS,VISUAL EFFECTS,The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",Jim Rygiel|Randall William Cook|Richard Taylor|Mark Stetson,nm0753277|nm0177241|nm0853050|nm0828078,TRUE,
74,2001,Production,VISUAL EFFECTS,VISUAL EFFECTS,Pearl Harbor,tt0213149,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",Eric Brevig|John Frazier|Ed Hirsh|Ben Snow,nm0108094|nm0292594|nm0386644|nm0811240,,
74,2001,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),A Beautiful Mind,tt0268978,Written by Akiva Goldsman,Akiva Goldsman,nm0326040,TRUE,
74,2001,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Ghost World,tt0162346,Written by Daniel Clowes & Terry Zwigoff,Daniel Clowes|Terry Zwigoff,nm0167280|nm0959062,,
74,2001,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),In the Bedroom,tt0247425,Screenplay by Rob Festinger and Todd Field,Rob Festinger|Todd Field,nm0275284|nm0276062,,
74,2001,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Lord of the Rings: The Fellowship of the Ring,tt0120737,"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",Fran Walsh|Philippa Boyens|Peter Jackson,nm0909638|nm0101991|nm0001392,,
74,2001,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Shrek,tt0126029,Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,Ted Elliott|Terry Rossio|Joe Stillman|Roger S.H. Schulman,nm0254645|nm0744429|nm0830294|nm0776107,,
74,2001,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Amélie,tt0211915,Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,Guillaume Laurant|Jean-Pierre Jeunet,nm0491011|nm0000466,,
74,2001,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Gosford Park,tt0280707,Written by Julian Fellowes,Julian Fellowes,nm0271501,TRUE,
74,2001,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Memento,tt0209144,Screenplay by Christopher Nolan; Story by Jonathan Nolan,Christopher Nolan|Jonathan Nolan,nm0634240|nm0634300,,
74,2001,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Monster's Ball,tt0285742,Written by Milo Addica & Will Rokos,Milo Addica|Will Rokos,nm0995906|nm0737993,,
74,2001,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),The Royal Tenenbaums,tt0265666,Written by Wes Anderson & Owen Wilson,Wes Anderson|Owen Wilson,nm0027572|nm0005562,,
74,2001,Special,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,,,Arthur Hiller,Arthur Hiller,nm0002137,TRUE,
74,2001,Special,HONORARY AWARD,HONORARY AWARD,,,,Sidney Poitier,nm0001627,TRUE,
74,2001,Special,HONORARY AWARD,HONORARY AWARD,,,,Robert Redford,nm0000602,TRUE,
74,2001,Special,GORDON E. SAWYER AWARD,GORDON E. SAWYER AWARD,,,,Edmund M. Di Giulio,nm0223907,TRUE,
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,John M. Eargle|D.B. Keele|Mark E. Engebretson,,TRUE,Sound
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Iain Neil|Al Saiki,,TRUE,Lenses and Filters
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Franz Kraus|Johannes Steurer|Wolfgang Riedel,nm0470117|?|?,TRUE,Special Photographic
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Peter Kuran|Sean Coughlin|Joseph A. Olivier|William Conner,nm0475571|nm1992966|?|nm0175190,TRUE,Laboratory
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Makoto Tsukada,,TRUE,Special Photographic
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Steven Gerlach|Gregory Farrell|Christian Lurin,,TRUE,Sound
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Paul J. Constantine|Peter M. Constantine,,TRUE,Special Photographic
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Pete Romano,nm0738943,TRUE,Photography
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Jordan Klein,nm0458630,TRUE,Photography
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Bernard M. Werner|William Gelow,,TRUE,Sound
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Tomlinson Holman,nm0391642,TRUE,Sound
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Geoff Jackson|Roger Woodburn,nm8032955|?,TRUE,Camera
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Thomas Major Barron|Chas Smith|Gordon Seitz,?|?|nm2554169,TRUE,Camera Cranes
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,John R. Anderson|Jim Hourihan|Cary Phillips|Sebastian Marino,nm0026944|nm0396606|nm0680288|nm1852632,TRUE,Digital Imaging Technology
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Steve Sullivan|Eric R.L. Schafer,nm0838354|nm0769774,TRUE,Digital Imaging Technology
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,CARL LUDWIG|JOHN M. CONSTANTINE,,TRUE,Special Photographic
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Bill Spitzak|Paul Van Camp|Jonathan Egstad|Price Pethel,nm0819163|nm0885844|nm0251132|nm0677487,TRUE,Digital Imaging Technology
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Dr. Lance J. Williams,,TRUE,Digital Imaging Technology
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Dr. Uwe Sassenberg|Rolf Schneider,?|nm2245514,TRUE,Digital Imaging Technology
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Dr. Garland Stern,nm1302541,TRUE,Digital Imaging Technology
74,2001,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Mic Rodgers|Matt Sweeney,nm0734747|nm0842157,TRUE,Stage Operations
74,2001,Special,AWARD OF COMMENDATION,AWARD OF COMMENDATION,,,,Rune Ericson,nm0259173,TRUE,
74,2001,Special,AWARD OF COMMENDATION,AWARD OF COMMENDATION,,,,The American Society of Cinematographers,co0065738,TRUE,
74,2001,Special,JOHN A. BONNER MEDAL OF COMMENDATION,JOHN A. BONNER MEDAL OF COMMENDATION,,,,Ray Feeney,nm2990419,TRUE,
75,2002,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Pianist,tt0253474,Adrien Brody,Adrien Brody,nm0004778,TRUE,Wladyslaw Szpilman
75,2002,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Adaptation,tt0268126,Nicolas Cage,Nicolas Cage,nm0000115,,Charlie Kaufman & Donald Kaufman
75,2002,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Quiet American,tt0258068,Michael Caine,Michael Caine,nm0000323,,Thomas Fowler
75,2002,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Gangs of New York,tt0217505,Daniel Day-Lewis,Daniel Day-Lewis,nm0000358,,Bill 'The Butcher' Cutting
75,2002,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,About Schmidt,tt0257360,Jack Nicholson,Jack Nicholson,nm0000197,,Warren Schmidt
75,2002,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Adaptation,tt0268126,Chris Cooper,Chris Cooper,nm0177933,TRUE,John Laroche
75,2002,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Hours,tt0274558,Ed Harris,Ed Harris,nm0000438,,Richard Brown
