Ceremony,Year,Class,CanonicalCategory,Category,Film,FilmId,Name,Nominees,NomineeIds,Winner,Detail
86,2013,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Dirty Wars,tt2532528,Richard Rowley and Jeremy Scahill,Richard Rowley|Jeremy Scahill,nm0746823|nm1568139,,
86,2013,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),The Square,tt2486682,Jehane Noujaim and Karim Amer,Jehane Noujaim|Karim Amer,nm0636675|nm5255757,,
86,2013,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),20 Feet from Stardom,tt2396566,"Morgan Neville, Gil Friesen and Caitrin Rogers",Morgan Neville|Gil Friesen|Caitrin Rogers,nm1365879|nm0295648|nm2868934,TRUE,
86,2013,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),CaveDigger,tt2516860,Jeffrey Karoff,Jeffrey Karoff,nm5366058,,
86,2013,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Facing Fear,tt2776636,Jason Cohen,Jason Cohen,nm0169474,,
86,2013,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Karama Has No Walls,tt2551790,Sara Ishaq,Sara Ishaq,nm5390809,,
86,2013,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),The Lady in Number 6: Music Saved My Life,tt2924484,Malcolm Clarke and Nicholas Reed,Malcolm Clarke|Nicholas Reed,nm0164885|nm3760504,TRUE,
86,2013,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Prison Terminal: The Last Days of Private Jack Hall,tt3145026,Edgar Barens,Edgar Barens,nm4767836,,
86,2013,Production,FILM EDITING,FILM EDITING,American Hustle,tt1800241,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",Jay Cassidy|Crispin Struthers|Alan Baumgarten,nm0144203|nm0835370|nm0062328,,
86,2013,Production,FILM EDITING,FILM EDITING,Captain Phillips,tt1535109,Christopher Rouse,Christopher Rouse,nm0002582,,
86,2013,Production,FILM EDITING,FILM EDITING,Dallas Buyers Club,tt0790636,John Mac McMurphy and Martin Pensa,John Mac McMurphy|Martin Pensa,nm0885249|nm3819839,,
86,2013,Production,FILM EDITING,FILM EDITING,Gravity,tt1454468,Alfonso Cuarón and Mark Sanger,Alfonso Cuarón|Mark Sanger,nm0190859|nm0002747,TRUE,
86,2013,Production,FILM EDITING,FILM EDITING,12 Years a Slave,tt2024544,Joe Walker,Joe Walker,nm0907863,,
86,2013,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Broken Circle Breakdown,tt2024519,Belgium,,,,
86,2013,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Great Beauty,tt2358891,Italy,,,TRUE,
86,2013,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Hunt,tt2106476,Denmark,,,,
86,2013,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Missing Picture,tt2852470,Cambodia,,,,
86,2013,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Omar,tt2852406,Palestine,,,,
86,2013,Production,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Dallas Buyers Club,tt0790636,Adruitha Lee and Robin Mathews,Adruitha Lee|Robin Mathews,nm0496759|nm0560165,TRUE,
86,2013,Production,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Jackass Presents: Bad Grandpa,tt3063516,Stephen Prouty,Stephen Prouty,nm0698990,,
86,2013,Production,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,The Lone Ranger,tt1210819,Joel Harlow and Gloria Pasqua-Casny,Joel Harlow|Gloria Pasqua-Casny,nm0363355|nm0664675,,
86,2013,Music,MUSIC (Original Score),MUSIC (Original Score),The Book Thief,tt0816442,John Williams,John Williams,nm0002354,,
86,2013,Music,MUSIC (Original Score),MUSIC (Original Score),Gravity,tt1454468,Steven Price,Steven Price,nm1888527,TRUE,
86,2013,Music,MUSIC (Original Score),MUSIC (Original Score),Her,tt1798709,William Butler and Owen Pallett,William Butler|Owen Pallett,nm1372622|nm2564754,,
86,2013,Music,MUSIC (Original Score),MUSIC (Original Score),Philomena,tt2431286,Alexandre Desplat,Alexandre Desplat,nm0006035,,
86,2013,Music,MUSIC (Original Score),MUSIC (Original Score),Saving Mr. Banks,tt2140373,Thomas Newman,Thomas Newman,nm0002353,,
86,2013,Music,MUSIC (Original Song),MUSIC (Original Song),Alone Yet Not Alone,tt1986769,Music by Bruce Broughton; Lyric by Dennis Spiegel,Bruce Broughton|Dennis Spiegel,nm0005976|nm0818525,,Alone Yet Not Alone
86,2013,Music,MUSIC (Original Song),MUSIC (Original Song),Despicable Me 2,tt1690953,Music and Lyric by Pharrell Williams,Pharrell Williams,nm1214289,,Happy
86,2013,Music,MUSIC (Original Song),MUSIC (Original Song),Frozen,tt2294629,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Kristen Anderson-Lopez|Robert Lopez,nm2844448|nm0520188,TRUE,Let It Go
86,2013,Music,MUSIC (Original Song),MUSIC (Original Song),Her,tt1798709,Music by Karen O; Lyric by Karen O and Spike Jonze,Karen O|Spike Jonze,nm1760393|nm0005069,,The Moon Song
86,2013,Music,MUSIC (Original Song),MUSIC (Original Song),Mandela: Long Walk to Freedom,tt2304771,"Music by Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen; Lyric by Paul Hewson",Paul Hewson|Dave Evans|Adam Clayton|Larry Mullen,nm0095104|nm0857253|nm0165651|nm0611979,,Ordinary Love
86,2013,Title,BEST PICTURE,BEST PICTURE,American Hustle,tt1800241,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",Charles Roven|Richard Suckle|Megan Ellison|Jonathan Gordon,nm0746273|nm0837112|nm2691892|nm0330335,,
86,2013,Title,BEST PICTURE,BEST PICTURE,Captain Phillips,tt1535109,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Scott Rudin|Dana Brunetti|Michael De Luca,nm0748784|nm0116232|nm0006894,,
86,2013,Title,BEST PICTURE,BEST PICTURE,Dallas Buyers Club,tt0790636,"Robbie Brenner and Rachel Winter, Producers",Robbie Brenner|Rachel Winter,nm0107509|nm0292647,,
86,2013,Title,BEST PICTURE,BEST PICTURE,Gravity,tt1454468,"Alfonso Cuarón and David Heyman, Producers",Alfonso Cuarón|David Heyman,nm0190859|nm0382268,,
86,2013,Title,BEST PICTURE,BEST PICTURE,Her,tt1798709,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Megan Ellison|Spike Jonze|Vincent Landay,nm2691892|nm0005069|nm0484504,,
86,2013,Title,BEST PICTURE,BEST PICTURE,Nebraska,tt1821549,"Albert Berger and Ron Yerxa, Producers",Albert Berger|Ron Yerxa,nm0074100|nm0947695,,
86,2013,Title,BEST PICTURE,BEST PICTURE,Philomena,tt2431286,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Gabrielle Tana|Steve Coogan|Tracey Seaward,nm0848932|nm0176869|nm0780870,,
86,2013,Title,BEST PICTURE,BEST PICTURE,12 Years a Slave,tt2024544,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",Brad Pitt|Dede Gardner|Jeremy Kleiner|Steve McQueen|Anthony Katagas,nm0000093|nm0306890|nm1250070|nm2588606|nm0441097,TRUE,
86,2013,Title,BEST PICTURE,BEST PICTURE,The Wolf of Wall Street,tt0993846,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",Martin Scorsese|Leonardo DiCaprio|Joey McFarland|Emma Tillinger Koskoff,nm0000217|nm0000138|nm2110175|nm0863374,,
86,2013,Production,ART DIRECTION,PRODUCTION DESIGN,American Hustle,tt1800241,Production Design: Judy Becker; Set Decoration: Heather Loeffler,Judy Becker|Heather Loeffler,nm0065473|nm1346736,,
86,2013,Production,ART DIRECTION,PRODUCTION DESIGN,Gravity,tt1454468,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,Andy Nicholson|Rosie Goodwin|Joanne Woollard,nm0629772|nm2532784|nm0941219,,
86,2013,Production,ART DIRECTION,PRODUCTION DESIGN,The Great Gatsby,tt1343092,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,Catherine Martin|Beverley Dunn,nm0552039|nm1427646,TRUE,
86,2013,Production,ART DIRECTION,PRODUCTION DESIGN,Her,tt1798709,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,K.K. Barrett|Gene Serdena,nm0057187|nm0784922,,
86,2013,Production,ART DIRECTION,PRODUCTION DESIGN,12 Years a Slave,tt2024544,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,Adam Stockhausen|Alice Baker,nm1360914|nm0048212,,
86,2013,Title,SHORT FILM (Animated),SHORT FILM (Animated),Feral,tt2499022,Daniel Sousa and Dan Golden,Daniel Sousa|Dan Golden,nm1009789|nm3196711,,
86,2013,Title,SHORT FILM (Animated),SHORT FILM (Animated),Get a Horse!,tt2980764,Lauren MacMullan and Dorothy McKim,Lauren MacMullan|Dorothy McKim,nm0534041|nm1545668,,
86,2013,Title,SHORT FILM (Animated),SHORT FILM (Animated),Mr. Hublot,tt3043542,Laurent Witz and Alexandre Espigares,Laurent Witz|Alexandre Espigares,nm5793837|nm3115348,TRUE,
86,2013,Title,SHORT FILM (Animated),SHORT FILM (Animated),Possessions,tt3080074,Shuhei Morita,Shuhei Morita,nm1557215,,
86,2013,Title,SHORT FILM (Animated),SHORT FILM (Animated),Room on the Broom,tt2484120,Max Lang and Jan Lachauer,Max Lang|Jan Lachauer,nm3495071|nm3936610,,
86,2013,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Aquel No Era Yo (That Wasn't Me),tt2372213,Esteban Crespo,Esteban Crespo,nm1878916,,
86,2013,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Avant Que De Tout Perdre (Just before Losing Everything),tt2689992,Xavier Legrand and Alexandre Gavras,Xavier Legrand|Alexandre Gavras,nm0499488|nm0308009,,
86,2013,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Helium,tt3346410,Anders Walter and Kim Magnusson,Anders Walter|Kim Magnusson,nm2225334|nm0536385,TRUE,
86,2013,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),tt2256646,Selma Vilhunen and Kirsikka Saari,Selma Vilhunen|Kirsikka Saari,nm1437990|nm2798718,,
86,2013,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),The Voorman Problem,tt1998355,Mark Gill and Baldwin Li,Mark Gill|Baldwin Li,nm4317210|nm3172989,,
86,2013,Production,SOUND EDITING,SOUND EDITING,All Is Lost,tt2017038,Steve Boeddeker and Richard Hymns,Steve Boeddeker|Richard Hymns,nm0006655|nm0405232,,
86,2013,Production,SOUND EDITING,SOUND EDITING,Captain Phillips,tt1535109,Oliver Tarney,Oliver Tarney,nm0850549,,
86,2013,Production,SOUND EDITING,SOUND EDITING,Gravity,tt1454468,Glenn Freemantle,Glenn Freemantle,nm0293634,TRUE,
86,2013,Production,SOUND EDITING,SOUND EDITING,The Hobbit: The Desolation of Smaug,tt1170358,Brent Burge and Chris Ward,Brent Burge|Chris Ward,nm0121151|nm0911446,,
86,2013,Production,SOUND EDITING,SOUND EDITING,Lone Survivor,tt1091191,Wylie Stateman,Wylie Stateman,nm0823758,,
86,2013,Production,SOUND MIXING,SOUND MIXING,Captain Phillips,tt1535109,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",Chris Burdon|Mark Taylor|Mike Prestwood Smith|Chris Munro,nm0121006|nm0852837|nm0696523|nm0613101,,
86,2013,Production,SOUND MIXING,SOUND MIXING,Gravity,tt1454468,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",Skip Lievsay|Niv Adiri|Christopher Benstead|Chris Munro,nm0509792|nm1866364|nm1666163|nm0613101,TRUE,
86,2013,Production,SOUND MIXING,SOUND MIXING,The Hobbit: The Desolation of Smaug,tt1170358,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",Christopher Boyes|Michael Hedges|Michael Semanick|Tony Johnson,nm0102110|nm0373276|nm0783713|nm0426357,,
86,2013,Production,SOUND MIXING,SOUND MIXING,Inside Llewyn Davis,tt2042568,"Skip Lievsay, Greg Orloff and Peter F. Kurland",Skip Lievsay|Greg Orloff|Peter F. Kurland,nm0509792|nm0650088|nm0004212,,
86,2013,Production,SOUND MIXING,SOUND MIXING,Lone Survivor,tt1091191,"Andy Koyama, Beau Borders and David Brownlow",Andy Koyama|Beau Borders|David Brownlow,nm0468701|nm0003311|nm0115244,,
86,2013,Production,VISUAL EFFECTS,VISUAL EFFECTS,Gravity,tt1454468,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",Tim Webber|Chris Lawrence|David Shirk|Neil Corbould,nm0916449|nm1165856|nm1874068|nm0179273,TRUE,
86,2013,Production,VISUAL EFFECTS,VISUAL EFFECTS,The Hobbit: The Desolation of Smaug,tt1170358,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",Joe Letteri|Eric Saindon|David Clayton|Eric Reynolds,nm0504784|nm0756590|nm2238085|nm0721708,,
86,2013,Production,VISUAL EFFECTS,VISUAL EFFECTS,Iron Man 3,tt1300854,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",Christopher Townsend|Guy Williams|Erik Nash|Dan Sudick,nm0870102|nm1401413|nm0621716|nm0837203,,
86,2013,Production,VISUAL EFFECTS,VISUAL EFFECTS,The Lone Ranger,tt1210819,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",Tim Alexander|Gary Brozenich|Edson Williams|John Frazier,nm0018780|nm1819614|nm0930510|nm0292594,,
86,2013,Production,VISUAL EFFECTS,VISUAL EFFECTS,Star Trek Into Darkness,tt1408101,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",Roger Guyett|Patrick Tubach|Ben Grossmann|Burt Dalton,nm0004361|nm0875604|nm1322973|nm0198245,,
86,2013,Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Before Midnight,tt2209418,"Written by Richard Linklater, Julie Delpy, Ethan Hawke",Richard Linklater|Julie Delpy|Ethan Hawke,nm0000500|nm0000365|nm0000160,,
86,2013,Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Captain Phillips,tt1535109,Screenplay by Billy Ray,Billy Ray,nm0712753,,
86,2013,Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Philomena,tt2431286,Screenplay by Steve Coogan and Jeff Pope,Steve Coogan|Jeff Pope,nm0176869|nm0691131,,
86,2013,Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),12 Years a Slave,tt2024544,Screenplay by John Ridley,John Ridley,nm0725983,TRUE,
86,2013,Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),The Wolf of Wall Street,tt0993846,Screenplay by Terence Winter,Terence Winter,nm1010540,,
86,2013,Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),American Hustle,tt1800241,Written by Eric Warren Singer and David O. Russell,Eric Warren Singer|David O. Russell,nm2545235|nm0751102,,
86,2013,Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Blue Jasmine,tt2334873,Written by Woody Allen,Woody Allen,nm0000095,,
86,2013,Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Dallas Buyers Club,tt0790636,Written by Craig Borten & Melisa Wallack,Craig Borten|Melisa Wallack,nm1258965|nm2214893,,
86,2013,Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Her,tt1798709,Written by Spike Jonze,Spike Jonze,nm0005069,TRUE,
86,2013,Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Nebraska,tt1821549,Written by Bob Nelson,Bob Nelson,nm1504572,,
86,2013,Special,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,,,Angelina Jolie,Angelina Jolie,nm0001401,TRUE,
86,2013,Special,HONORARY AWARD,HONORARY AWARD,,,,Angela Lansbury,nm0001450,TRUE,
86,2013,Special,HONORARY AWARD,HONORARY AWARD,,,,Steve Martin,nm0000188,TRUE,
86,2013,Special,HONORARY AWARD,HONORARY AWARD,,,,Piero Tosi,nm0869200,TRUE,
86,2013,Special,GORDON E. SAWYER AWARD,GORDON E. SAWYER AWARD,,,,Peter W. Anderson,nm0027287,TRUE,
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,,,TRUE,Special Photographic
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Ofer Alon,nm6306188,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Eric Veach,nm0891508,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Andre Gauthier|Benoit Sevigny|Yves Boudreault|Robert Lanciault,nm6306175|nm6306189|nm6306190|nm6306191,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Emmanuel Prévinaire|Jan Sperling|Etienne Brandt|Tony Postiau,nm1130474|nm5469583|nm6306181|nm6306182,TRUE,Photography
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Olivier Maury|Ian Sachs|Dan Piponi,nm1436524|nm1603527|nm0685004,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Ronald D. Henderson,nm1716405,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Andrew Camenisch|David Cardwell|Tibor Madjar|Csaba Kohegyi|Imre Major,nm1531253|nm1513559|nm1300809|nm6306184|nm6306185,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Martin Hill|Jon Allitt|NICK McKENZIE,nm2243342|nm1401460|nm0571591,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Florian Kainz|Jeffery Yost|Philip Hubbard|Jim Hourihan,nm0435090|nm0949134|nm1549668|nm0396606,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Peter Huang|Chris Perry|Hans Rijpkema|Joe Mancewicz,nm1598696|nm0003255|nm1261455|nm0541364,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Matt Pharr|Greg Humphreys|Pat Hanrahan,nm0679685|nm6306186|nm0360561,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Dr. Peter Hillman,nm4540837,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Colin Doncaster|Johannes Saam|Areito Echevarria|Janne Kontkanen|Chris Cooper,nm1401977|nm2183686|nm0587054|nm6306187|nm1113263,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Thomas Lokovic|Eric Veach,nm0518112|nm0891508,TRUE,Digital Imaging Technology
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,GIFFORD HOOPER|PHILIP GEORGE,nm1224041|nm1599011,TRUE,Photography
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,John Frazier|Chuck Gaspar|Clay Pinney,nm0292594|nm0309176|nm0684439,TRUE,Stage Operations
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Joshua Pines|David Reisner|Lou Levinson|Curtis Clark ASC|David Register,nm0003256|nm3930062|nm0506069|nm0163797|nm2393110,TRUE,Systems
86,2013,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Jeremy Selan,nm1677436,TRUE,Digital Imaging Technology
86,2013,Special,JOHN A. BONNER MEDAL OF COMMENDATION,JOHN A. BONNER MEDAL OF COMMENDATION,,,,"Charles ""Tad"" Marburg",nm4845448,TRUE,
87,2014,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Foxcatcher,tt1100089,Steve Carell,Steve Carell,nm0136797,,John du Pont
87,2014,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,American Sniper,tt2179136,Bradley Cooper,Bradley Cooper,nm0177896,,Chris Kyle
87,2014,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Imitation Game,tt2084970,Benedict Cumberbatch,Benedict Cumberbatch,nm1212722,,Alan Turing
87,2014,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,Michael Keaton,Michael Keaton,nm0000474,,Riggan
87,2014,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Theory of Everything,tt2980516,Eddie Redmayne,Eddie Redmayne,nm1519666,TRUE,Stephen Hawking
87,2014,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Judge,tt1872194,Robert Duvall,Robert Duvall,nm0000380,,Joseph Palmer
87,2014,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Boyhood,tt1065073,Ethan Hawke,Ethan Hawke,nm0000160,,Dad
87,2014,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,Edward Norton,Edward Norton,nm0001570,,Mike
87,2014,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Foxcatcher,tt1100089,Mark Ruffalo,Mark Ruffalo,nm0749263,,David Schultz
87,2014,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Whiplash,tt2582802,J.K. Simmons,J.K. Simmons,nm0799777,TRUE,Fletcher
87,2014,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,"Two Days, One Night",tt2737050,Marion Cotillard,Marion Cotillard,nm0182839,,Sandra
87,2014,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,The Theory of Everything,tt2980516,Felicity Jones,Felicity Jones,nm0428065,,Jane Hawking
87,2014,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Still Alice,tt3316960,Julianne Moore,Julianne Moore,nm0000194,TRUE,Alice Howland
87,2014,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Gone Girl,tt2267998,Rosamund Pike,Rosamund Pike,nm0683253,,Amy Dunne
87,2014,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Wild,tt2305051,Reese Witherspoon,Reese Witherspoon,nm0000702,,Cheryl
87,2014,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Boyhood,tt1065073,Patricia Arquette,Patricia Arquette,nm0000099,TRUE,Mom
87,2014,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Wild,tt2305051,Laura Dern,Laura Dern,nm0000368,,Bobbi
87,2014,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Imitation Game,tt2084970,Keira Knightley,Keira Knightley,nm0461136,,Joan Clarke
87,2014,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,Emma Stone,Emma Stone,nm1297015,,Sam
87,2014,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Into the Woods,tt2180411,Meryl Streep,Meryl Streep,nm0000658,,Witch
87,2014,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Big Hero 6,tt2245084,"Don Hall, Chris Williams and Roy Conli",Don Hall|Chris Williams|Roy Conli,nm2320658|nm0930261|nm0174807,TRUE,
87,2014,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,The Boxtrolls,tt0787474,"Anthony Stacchi, Graham Annable and Travis Knight",Anthony Stacchi|Graham Annable|Travis Knight,nm0820934|nm0030253|nm1325899,,
87,2014,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,How to Train Your Dragon 2,tt1646971,Dean DeBlois and Bonnie Arnold,Dean DeBlois|Bonnie Arnold,nm0213450|nm0036366,,
87,2014,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Song of the Sea,tt1865505,Tomm Moore and Paul Young,Tomm Moore|Paul Young,nm1119079|nm2727721,,
87,2014,Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,The Tale of the Princess Kaguya,tt2576852,Isao Takahata and Yoshiaki Nishimura,Isao Takahata|Yoshiaki Nishimura,nm0847223|nm2052679,,
87,2014,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,Emmanuel Lubezki,Emmanuel Lubezki,nm0523881,TRUE,
87,2014,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Grand Budapest Hotel,tt2278388,Robert Yeoman,Robert Yeoman,nm0005934,,
87,2014,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Ida,tt2718492,Lukasz Zal and Ryszard Lenczewski,Lukasz Zal|Ryszard Lenczewski,nm2617994|nm0501755,,
87,2014,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Mr. Turner,tt2473794,Dick Pope,Dick Pope,nm0005836,,
87,2014,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Unbroken,tt1809398,Roger Deakins,Roger Deakins,nm0005683,,
87,2014,Production,COSTUME DESIGN,COSTUME DESIGN,The Grand Budapest Hotel,tt2278388,Milena Canonero,Milena Canonero,nm0134382,TRUE,
87,2014,Production,COSTUME DESIGN,COSTUME DESIGN,Inherent Vice,tt1791528,Mark Bridges,Mark Bridges,nm0108775,,
